m49_code,country,cpc_code,commodity,commodity_basket,year,decades,loss_percentage,food_supply_stage,method_data_collection
356,India,0141,Soya beans,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.22,Farm,Unknown
356,India,0141,Soya beans,"Roots, Tubers & Oil-Bearing Crops",2006,2000,3.14,Harvest,Unknown
356,India,0141,Soya beans,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.08,Storage,Unknown
356,India,0141,Soya beans,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.17,Farm,Unknown
356,India,0141,Soya beans,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.46,Farm,Unknown
356,India,0141,Soya beans,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.49,Storage,Unknown
356,India,0142,"Groundnuts, excluding shelled","Roots, Tubers & Oil-Bearing Crops",2006,2000,0.56,Storage,Survey
356,India,0142,"Groundnuts, excluding shelled","Roots, Tubers & Oil-Bearing Crops",2006,2000,2.72,Farm,Survey
356,India,0142,"Groundnuts, excluding shelled","Roots, Tubers & Oil-Bearing Crops",2006,2000,1.61,Storage,Survey
356,India,0142,"Groundnuts, excluding shelled","Roots, Tubers & Oil-Bearing Crops",2006,2000,0.68,Farm,Survey
356,India,0142,"Groundnuts, excluding shelled","Roots, Tubers & Oil-Bearing Crops",2006,2000,0.28,Farm,Survey
356,India,0142,"Groundnuts, excluding shelled","Roots, Tubers & Oil-Bearing Crops",2006,2000,4.79,Harvest,Survey
356,India,0142,"Groundnuts, excluding shelled","Roots, Tubers & Oil-Bearing Crops",2006,2000,0.76,Storage,Survey
356,India,0142,"Groundnuts, excluding shelled","Roots, Tubers & Oil-Bearing Crops",2006,2000,0.01,Storage,Survey
356,India,0142,"Groundnuts, excluding shelled","Roots, Tubers & Oil-Bearing Crops",2006,2000,0.1,Transport,Survey
356,India,0142,"Groundnuts, excluding shelled","Roots, Tubers & Oil-Bearing Crops",2006,2000,1.22,Storage,Survey
356,India,0142,"Groundnuts, excluding shelled","Roots, Tubers & Oil-Bearing Crops",2006,2000,0.2,Farm,Survey
356,India,0142,"Groundnuts, excluding shelled","Roots, Tubers & Oil-Bearing Crops",2006,2000,0.34,Farm,Survey
356,India,0143,Cottonseed,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.25,Storage,Unknown
356,India,0143,Cottonseed,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.06,Transport,Survey
356,India,0143,Cottonseed,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.26,Storage,Survey
356,India,0143,Cottonseed,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.88,Storage,Survey
356,India,0143,Cottonseed,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.38,Farm,Survey
356,India,0143,Cottonseed,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.06,Farm,Survey
356,India,0143,Cottonseed,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.24,Farm,Survey
356,India,0143,Cottonseed,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.88,Storage,Survey
356,India,0143,Cottonseed,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.56,Storage,Unknown
356,India,0143,Cottonseed,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.86,Farm,Survey
356,India,0143,Cottonseed,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.59,Harvest,Survey
356,India,0143,Cottonseed,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.11,Storage,Survey
356,India,01442,Mustard seed,"Roots, Tubers & Oil-Bearing Crops",2006,2000,1.78,Farm,Survey
356,India,01442,Mustard seed,"Roots, Tubers & Oil-Bearing Crops",2006,2000,1.09,Farm,Survey
356,India,01442,Mustard seed,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.26,Storage,Survey
356,India,01442,Mustard seed,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.78,Storage,Survey
356,India,01442,Mustard seed,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.33,Farm,Survey
356,India,01442,Mustard seed,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.37,Storage,Survey
356,India,01442,Mustard seed,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.24,Transport,Survey
356,India,01442,Mustard seed,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.42,Storage,Survey
356,India,01442,Mustard seed,"Roots, Tubers & Oil-Bearing Crops",2006,2000,4.54,Harvest,Survey
356,India,01442,Mustard seed,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.23,Farm,Survey
356,India,01442,Mustard seed,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.28,Storage,Survey
356,India,01442,Mustard seed,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.21,Farm,Survey
356,India,01445,Sunflower seed,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.12,Storage,Unknown
356,India,01445,Sunflower seed,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.54,Storage,Unknown
356,India,01445,Sunflower seed,"Roots, Tubers & Oil-Bearing Crops",2006,2000,2.22,Storage,Unknown
356,India,01445,Sunflower seed,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.31,Farm,Unknown
356,India,01445,Sunflower seed,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.24,Storage,Unknown
356,India,01445,Sunflower seed,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.89,Storage,Unknown
356,India,01445,Sunflower seed,"Roots, Tubers & Oil-Bearing Crops",2006,2000,1.31,Farm,Unknown
356,India,01445,Sunflower seed,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.11,Farm,Unknown
356,India,01445,Sunflower seed,"Roots, Tubers & Oil-Bearing Crops",2006,2000,1.08,Harvest,Unknown
356,India,01445,Sunflower seed,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.13,Farm,Unknown
356,India,01445,Sunflower seed,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.52,Farm,Unknown
356,India,01445,Sunflower seed,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.47,Farm,Unknown
356,India,01446,Safflower seed,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.47,Harvest,Unknown
356,India,01446,Safflower seed,"Roots, Tubers & Oil-Bearing Crops",2006,2000,1.06,Farm,Unknown
356,India,01446,Safflower seed,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.33,Storage,Unknown
356,India,01446,Safflower seed,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.33,Farm,Unknown
356,India,01446,Safflower seed,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.08,Farm,Unknown
356,India,01446,Safflower seed,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.52,Storage,Unknown
356,India,01446,Safflower seed,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.52,Farm,Unknown
356,India,01446,Safflower seed,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.62,Storage,Unknown
356,India,01446,Safflower seed,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.02,Storage,Unknown
356,India,01446,Safflower seed,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.73,Farm,Unknown
356,India,01446,Safflower seed,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.07,Farm,Unknown
356,India,01460,"Coconuts, in shell","Roots, Tubers & Oil-Bearing Crops",2006,2000,0.17,Transport,Survey
356,India,01460,"Coconuts, in shell","Roots, Tubers & Oil-Bearing Crops",2006,2000,1.94,Storage,Survey
356,India,01460,"Coconuts, in shell","Roots, Tubers & Oil-Bearing Crops",2006,2000,0.13,Farm,Survey
356,India,01460,"Coconuts, in shell","Roots, Tubers & Oil-Bearing Crops",2006,2000,1.57,Harvest,Survey
356,India,01460,"Coconuts, in shell","Roots, Tubers & Oil-Bearing Crops",2006,2000,0.66,Farm,Survey
356,India,01460,"Coconuts, in shell","Roots, Tubers & Oil-Bearing Crops",2006,2000,0.22,Farm,Survey
356,India,01460,"Coconuts, in shell","Roots, Tubers & Oil-Bearing Crops",2006,2000,1.08,Storage,Survey
356,India,01460,"Coconuts, in shell","Roots, Tubers & Oil-Bearing Crops",2006,2000,2.09,Storage,Survey
356,India,01460,"Coconuts, in shell","Roots, Tubers & Oil-Bearing Crops",2006,2000,0.21,Storage,Survey
356,India,01460,"Coconuts, in shell","Roots, Tubers & Oil-Bearing Crops",2006,2000,1.36,Farm,Survey
356,India,01460,"Coconuts, in shell","Roots, Tubers & Oil-Bearing Crops",2006,2000,1.37,Storage,Survey
356,India,01510,Potatoes,"Roots, Tubers & Oil-Bearing Crops",2006,2000,3.18,Harvest,Literature Review
356,India,01510,Potatoes,"Roots, Tubers & Oil-Bearing Crops",2006,2000,2.23,Farm,Survey
356,India,01510,Potatoes,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.43,Storage,Survey
356,India,01510,Potatoes,"Roots, Tubers & Oil-Bearing Crops",2006,2000,3.18,Harvest,Survey
356,India,01510,Potatoes,"Roots, Tubers & Oil-Bearing Crops",2006,2000,3.87,Storage,Survey
356,India,01510,Potatoes,"Roots, Tubers & Oil-Bearing Crops",2006,2000,3.88,Storage,Survey
356,India,01510,Potatoes,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.54,Transport,Survey
356,India,01510,Potatoes,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.69,Farm,Survey
356,India,01510,Potatoes,"Roots, Tubers & Oil-Bearing Crops",2006,2000,0.1,Farm,Survey
356,India,01510,Potatoes,"Roots, Tubers & Oil-Bearing Crops",2006,2000,1.36,Storage,Survey
356,India,01510,Potatoes,"Roots, Tubers & Oil-Bearing Crops",2006,2000,2.41,Storage,Survey
356,India,01651,"Pepper (<i>Piper</i> spp.), raw","Other crops (stimulants, spices, sugar, etc.)",2006,2000,0.28,Storage,Survey
356,India,01651,"Pepper (<i>Piper</i> spp.), raw","Other crops (stimulants, spices, sugar, etc.)",2006,2000,0.71,Harvest,Survey
356,India,01651,"Pepper (<i>Piper</i> spp.), raw","Other crops (stimulants, spices, sugar, etc.)",2006,2000,0.24,Farm,Survey
356,India,01651,"Pepper (<i>Piper</i> spp.), raw","Other crops (stimulants, spices, sugar, etc.)",2006,2000,0.31,Transport,Survey
356,India,01651,"Pepper (<i>Piper</i> spp.), raw","Other crops (stimulants, spices, sugar, etc.)",2006,2000,0.57,Storage,Survey
356,India,01651,"Pepper (<i>Piper</i> spp.), raw","Other crops (stimulants, spices, sugar, etc.)",2006,2000,0.5,Storage,Survey
356,India,01651,"Pepper (<i>Piper</i> spp.), raw","Other crops (stimulants, spices, sugar, etc.)",2006,2000,0.83,Farm,Survey
356,India,01651,"Pepper (<i>Piper</i> spp.), raw","Other crops (stimulants, spices, sugar, etc.)",2006,2000,0.46,Farm,Survey
356,India,01651,"Pepper (<i>Piper</i> spp.), raw","Other crops (stimulants, spices, sugar, etc.)",2006,2000,0.92,Farm,Survey
356,India,01651,"Pepper (<i>Piper</i> spp.), raw","Other crops (stimulants, spices, sugar, etc.)",2006,2000,0.03,Storage,Survey
356,India,01651,"Pepper (<i>Piper</i> spp.), raw","Other crops (stimulants, spices, sugar, etc.)",2006,2000,0.16,Farm,Survey
356,India,01652,"Chillies and peppers, dry (<i>Capsicum</i> spp., <i>Pimenta</i> spp.), raw","Other crops (stimulants, spices, sugar, etc.)",2006,2000,0.12,Farm,Survey
356,India,01652,"Chillies and peppers, dry (<i>Capsicum</i> spp., <i>Pimenta</i> spp.), raw","Other crops (stimulants, spices, sugar, etc.)",2006,2000,1.64,Harvest,Survey
356,India,01652,"Chillies and peppers, dry (<i>Capsicum</i> spp., <i>Pimenta</i> spp.), raw","Other crops (stimulants, spices, sugar, etc.)",2006,2000,0.71,Farm,Survey
356,India,01652,"Chillies and peppers, dry (<i>Capsicum</i> spp., <i>Pimenta</i> spp.), raw","Other crops (stimulants, spices, sugar, etc.)",2006,2000,0.12,Farm,Survey
356,India,01652,"Chillies and peppers, dry (<i>Capsicum</i> spp., <i>Pimenta</i> spp.), raw","Other crops (stimulants, spices, sugar, etc.)",2006,2000,0.13,Transport,Survey
356,India,01652,"Chillies and peppers, dry (<i>Capsicum</i> spp., <i>Pimenta</i> spp.), raw","Other crops (stimulants, spices, sugar, etc.)",2006,2000,0.67,Farm,Survey
356,India,01652,"Chillies and peppers, dry (<i>Capsicum</i> spp., <i>Pimenta</i> spp.), raw","Other crops (stimulants, spices, sugar, etc.)",2006,2000,0.9,Storage,Survey
356,India,01652,"Chillies and peppers, dry (<i>Capsicum</i> spp., <i>Pimenta</i> spp.), raw","Other crops (stimulants, spices, sugar, etc.)",2006,2000,0.61,Storage,Survey
356,India,01652,"Chillies and peppers, dry (<i>Capsicum</i> spp., <i>Pimenta</i> spp.), raw","Other crops (stimulants, spices, sugar, etc.)",2006,2000,1.96,Storage,Survey
356,India,01652,"Chillies and peppers, dry (<i>Capsicum</i> spp., <i>Pimenta</i> spp.), raw","Other crops (stimulants, spices, sugar, etc.)",2006,2000,1.78,Storage,Survey
356,India,01652,"Chillies and peppers, dry (<i>Capsicum</i> spp., <i>Pimenta</i> spp.), raw","Other crops (stimulants, spices, sugar, etc.)",2006,2000,0.56,Farm,Survey
356,India,01652,"Chillies and peppers, dry (<i>Capsicum</i> spp., <i>Pimenta</i> spp.), raw","Other crops (stimulants, spices, sugar, etc.)",2006,2000,0.99,Storage,Survey
356,India,01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","Other crops (stimulants, spices, sugar, etc.)",2006,2000,0.52,Storage,Survey
356,India,01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","Other crops (stimulants, spices, sugar, etc.)",2006,2000,0.16,Farm,Survey
356,India,01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","Other crops (stimulants, spices, sugar, etc.)",2006,2000,0.37,Farm,Survey
356,India,01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","Other crops (stimulants, spices, sugar, etc.)",2006,2000,2.19,Harvest,Survey
356,India,01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","Other crops (stimulants, spices, sugar, etc.)",2006,2000,0.2,Transport,Survey
356,India,01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","Other crops (stimulants, spices, sugar, etc.)",2006,2000,0.68,Farm,Survey
356,India,01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","Other crops (stimulants, spices, sugar, etc.)",2006,2000,3.1,Farm,Survey
356,India,01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","Other crops (stimulants, spices, sugar, etc.)",2006,2000,1.89,Storage,Survey
356,India,01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","Other crops (stimulants, spices, sugar, etc.)",2006,2000,0.4,Storage,Survey
356,India,01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","Other crops (stimulants, spices, sugar, etc.)",2006,2000,0.21,Farm,Survey
356,India,01699,"Other stimulant, spice and aromatic crops, n.e.c.","Other crops (stimulants, spices, sugar, etc.)",2006,2000,0.76,Storage,Unknown
356,India,01699,"Other stimulant, spice and aromatic crops, n.e.c.","Other crops (stimulants, spices, sugar, etc.)",2006,2000,1.32,Storage,Unknown
356,India,01699,"Other stimulant, spice and aromatic crops, n.e.c.","Other crops (stimulants, spices, sugar, etc.)",2006,2000,0.22,Farm,Unknown
356,India,01699,"Other stimulant, spice and aromatic crops, n.e.c.","Other crops (stimulants, spices, sugar, etc.)",2006,2000,0.13,Farm,Unknown
356,India,01699,"Other stimulant, spice and aromatic crops, n.e.c.","Other crops (stimulants, spices, sugar, etc.)",2006,2000,0.67,Farm,Unknown
356,India,01699,"Other stimulant, spice and aromatic crops, n.e.c.","Other crops (stimulants, spices, sugar, etc.)",2006,2000,0.12,Farm,Unknown
356,India,01699,"Other stimulant, spice and aromatic crops, n.e.c.","Other crops (stimulants, spices, sugar, etc.)",2006,2000,1.14,Farm,Unknown
356,India,01699,"Other stimulant, spice and aromatic crops, n.e.c.","Other crops (stimulants, spices, sugar, etc.)",2006,2000,3.66,Harvest,Unknown
356,India,01699,"Other stimulant, spice and aromatic crops, n.e.c.","Other crops (stimulants, spices, sugar, etc.)",2006,2000,0.77,Farm,Unknown
356,India,01699,"Other stimulant, spice and aromatic crops, n.e.c.","Other crops (stimulants, spices, sugar, etc.)",2006,2000,0.95,Storage,Unknown
356,India,01703,"Chick peas, dry",Cereals & Pulses,2006,2000,0.16,Transport,Survey
356,India,01703,"Chick peas, dry",Cereals & Pulses,2006,2000,0.22,Farm,Survey
356,India,01703,"Chick peas, dry",Cereals & Pulses,2006,2000,0.56,Farm,Survey
356,India,01703,"Chick peas, dry",Cereals & Pulses,2006,2000,0.6,Storage,Survey
356,India,01703,"Chick peas, dry",Cereals & Pulses,2006,2000,0.82,Farm,Survey
356,India,01703,"Chick peas, dry",Cereals & Pulses,2006,2000,0.97,Storage,Survey
356,India,01703,"Chick peas, dry",Cereals & Pulses,2006,2000,0.56,Farm,Survey
356,India,01703,"Chick peas, dry",Cereals & Pulses,2006,2000,1.3,Storage,Survey
356,India,01703,"Chick peas, dry",Cereals & Pulses,2006,2000,0.38,Farm,Survey
356,India,01703,"Chick peas, dry",Cereals & Pulses,2006,2000,0.21,Storage,Survey
356,India,01703,"Chick peas, dry",Cereals & Pulses,2006,2000,0.72,Harvest,Survey
356,India,01703,"Chick peas, dry",Cereals & Pulses,2006,2000,0.57,Storage,Survey
356,India,01707,"Pigeon peas, dry",Cereals & Pulses,2006,2000,0.19,Farm,Survey
356,India,01707,"Pigeon peas, dry",Cereals & Pulses,2006,2000,1.69,Storage,Survey
356,India,01707,"Pigeon peas, dry",Cereals & Pulses,2006,2000,0.11,Transport,Survey
356,India,01707,"Pigeon peas, dry",Cereals & Pulses,2006,2000,1.04,Farm,Survey
356,India,01707,"Pigeon peas, dry",Cereals & Pulses,2006,2000,0.48,Harvest,Survey
356,India,01707,"Pigeon peas, dry",Cereals & Pulses,2006,2000,0.69,Farm,Survey
356,India,01707,"Pigeon peas, dry",Cereals & Pulses,2006,2000,0.78,Storage,Survey
356,India,01707,"Pigeon peas, dry",Cereals & Pulses,2006,2000,0.2,Storage,Survey
356,India,01707,"Pigeon peas, dry",Cereals & Pulses,2006,2000,0.44,Farm,Survey
356,India,01707,"Pigeon peas, dry",Cereals & Pulses,2006,2000,2.23,Storage,Survey
356,India,01707,"Pigeon peas, dry",Cereals & Pulses,2006,2000,0.47,Farm,Survey
356,India,01707,"Pigeon peas, dry",Cereals & Pulses,2006,2000,2.35,Storage,Survey
356,India,01802,Sugar cane,"Other crops (stimulants, spices, sugar, etc.)",2006,2000,0.14,Storage,Unknown
356,India,01802,Sugar cane,"Other crops (stimulants, spices, sugar, etc.)",2006,2000,3.52,Farm,Unknown
356,India,01802,Sugar cane,"Other crops (stimulants, spices, sugar, etc.)",2006,2000,0.22,Farm,Unknown
356,India,01802,Sugar cane,"Other crops (stimulants, spices, sugar, etc.)",2006,2000,0.31,Farm,Unknown
356,India,01802,Sugar cane,"Other crops (stimulants, spices, sugar, etc.)",2006,2000,1.16,Storage,Unknown
356,India,01802,Sugar cane,"Other crops (stimulants, spices, sugar, etc.)",2006,2000,0.09,Farm,Unknown
356,India,01802,Sugar cane,"Other crops (stimulants, spices, sugar, etc.)",2006,2000,0.86,Farm,Unknown
356,India,01802,Sugar cane,"Other crops (stimulants, spices, sugar, etc.)",2006,2000,2.78,Harvest,Unknown
356,India,01802,Sugar cane,"Other crops (stimulants, spices, sugar, etc.)",2006,2000,0.83,Storage,Unknown
356,India,02211,Raw milk of cattle,Animals products; Fish and fish products,2006,2000,0.12,Harvest,Survey
356,India,02211,Raw milk of cattle,Animals products; Fish and fish products,2006,2000,0.09,Storage,Survey
356,India,02211,Raw milk of cattle,Animals products; Fish and fish products,2006,2000,0.49,Farm,Survey
356,India,02211,Raw milk of cattle,Animals products; Fish and fish products,2006,2000,0.07,Transport,Survey
356,India,02211,Raw milk of cattle,Animals products; Fish and fish products,2006,2000,0.24,Storage,Survey
356,India,0231,"Hen eggs in shell, fresh",Animals products; Fish and fish products,2006,2000,0.98,Farm,Survey
356,India,0231,"Hen eggs in shell, fresh",Animals products; Fish and fish products,2006,2000,1.83,Transport,Survey
356,India,0231,"Hen eggs in shell, fresh",Animals products; Fish and fish products,2006,2000,2.07,Storage,Survey
356,India,0231,"Hen eggs in shell, fresh",Animals products; Fish and fish products,2006,2000,2.08,Farm,Survey
356,India,0231,"Hen eggs in shell, fresh",Animals products; Fish and fish products,2006,2000,0.76,Storage,Survey
356,India,0231,"Hen eggs in shell, fresh",Animals products; Fish and fish products,2006,2000,1.72,Storage,Survey
356,India,0231,"Hen eggs in shell, fresh",Animals products; Fish and fish products,2006,2000,1.73,Storage,Survey
356,India,21111.01,"Meat of cattle with the bone, fresh or chilled",Animals products; Fish and fish products,2006,2000,1.36,Harvest,Survey
356,India,21111.01,"Meat of cattle with the bone, fresh or chilled",Animals products; Fish and fish products,2006,2000,0.81,Storage,Survey
356,India,21111.01,"Meat of cattle with the bone, fresh or chilled",Animals products; Fish and fish products,2006,2000,0.98,Storage,Survey
356,India,01234,Tomatoes,Fruits And Vegetables,2005,2000,16.65,Farm,Literature Review
356,India,01651,"Pepper (<i>Piper</i> spp.), raw","Other crops (stimulants, spices, sugar, etc.)",2005,2000,11.9,Farm,Literature Review
356,India,01253.01,"Onions and shallots, green",Fruits And Vegetables,2004,2000,15.7,Farm,Literature Review
356,India,01510,Potatoes,"Roots, Tubers & Oil-Bearing Crops",2004,2000,29.4,Post-harvest,Literature Review
356,India,01212,Cabbages,Fruits And Vegetables,2003,2000,9.4,Farm,Literature Review
356,India,01213,Cauliflowers and broccoli,Fruits And Vegetables,2003,2000,12.9,Farm,Literature Review
356,India,01234,Tomatoes,Fruits And Vegetables,2003,2000,20.0,Farm,Literature Review
356,India,01510,Potatoes,"Roots, Tubers & Oil-Bearing Crops",2003,2000,9.5,Retail,Literature Review
356,India,01510,Potatoes,"Roots, Tubers & Oil-Bearing Crops",2003,2000,12.8,Farm,Literature Review
356,India,01510,Potatoes,"Roots, Tubers & Oil-Bearing Crops",2003,2000,12.4,Wholesale,Literature Review
356,India,0111,Wheat,Cereals & Pulses,2002,2000,4.95,Storage,Unknown
356,India,01212,Cabbages,Fruits And Vegetables,2002,2000,27.65,Post-harvest,Literature Review
356,India,01213,Cauliflowers and broccoli,Fruits And Vegetables,2002,2000,31.85,Post-harvest,Literature Review
356,India,01234,Tomatoes,Fruits And Vegetables,2002,2000,34.95,Post-harvest,Literature Review
356,India,0112,Maize (corn),Cereals & Pulses,2001,2000,5.3,Processing,Survey
356,India,0112,Maize (corn),Cereals & Pulses,2001,2000,30.46,Harvest,Survey
356,India,0112,Maize (corn),Cereals & Pulses,2001,2000,21.86,Storage,Survey
356,India,0112,Maize (corn),Cereals & Pulses,2001,2000,13.25,Transport,Survey
356,India,0112,Maize (corn),Cereals & Pulses,2001,2000,13.91,Farm,Survey
356,India,0112,Maize (corn),Cereals & Pulses,2001,2000,3.31,Farm,Survey
356,India,0112,Maize (corn),Cereals & Pulses,2001,2000,11.92,Farm,Survey
356,India,01213,Cauliflowers and broccoli,Fruits And Vegetables,1999,1990,22.4,Post-harvest,Literature Review
356,India,01234,Tomatoes,Fruits And Vegetables,1999,1990,32.6,Post-harvest,Literature Review
356,India,01510,Potatoes,"Roots, Tubers & Oil-Bearing Crops",1999,1990,19.8,Farm,Literature Review
356,India,0115,Barley,Cereals & Pulses,1995,1990,2.49,Whole supply chain,FAO's annual Agriculture Production Questionnaires
356,India,0112,Maize (corn),Cereals & Pulses,1994,1990,10.06,Whole supply chain,FAO's annual Agriculture Production Questionnaires
356,India,0114,Sorghum,Cereals & Pulses,1994,1990,6.54,Whole supply chain,FAO's annual Agriculture Production Questionnaires
356,India,0115,Barley,Cereals & Pulses,1994,1990,1.98,Whole supply chain,FAO's annual Agriculture Production Questionnaires
356,India,0118,Millet,Cereals & Pulses,1994,1990,4.29,Whole supply chain,FAO's annual Agriculture Production Questionnaires
356,India,0112,Maize (corn),Cereals & Pulses,1993,1990,9.98,Whole supply chain,FAO's annual Agriculture Production Questionnaires
356,India,0114,Sorghum,Cereals & Pulses,1993,1990,5.4,Whole supply chain,FAO's annual Agriculture Production Questionnaires
356,India,0115,Barley,Cereals & Pulses,1993,1990,1.98,Whole supply chain,FAO's annual Agriculture Production Questionnaires
356,India,0118,Millet,Cereals & Pulses,1993,1990,3.9,Whole supply chain,FAO's annual Agriculture Production Questionnaires
356,India,01234,Tomatoes,Fruits And Vegetables,1993,1990,13.0,Farm,Literature Review
356,India,01253.01,"Onions and shallots, green",Fruits And Vegetables,1993,1990,30.0,Post-harvest,Literature Review
356,India,01316,"Mangoes, guavas and mangosteens",Fruits And Vegetables,1993,1990,26.0,Post-harvest,Literature Review
356,India,01316,"Mangoes, guavas and mangosteens",Fruits And Vegetables,1993,1990,20.0,Farm,Literature Review
356,India,01329,"Other citrus fruit, n.e.c.",Fruits And Vegetables,1993,1990,27.0,Post-harvest,Literature Review
356,India,01510,Potatoes,"Roots, Tubers & Oil-Bearing Crops",1993,1990,18.0,Farm,Literature Review
356,India,0112,Maize (corn),Cereals & Pulses,1992,1990,10.21,Whole supply chain,FAO's annual Agriculture Production Questionnaires
356,India,0114,Sorghum,Cereals & Pulses,1992,1990,5.82,Whole supply chain,FAO's annual Agriculture Production Questionnaires
356,India,0115,Barley,Cereals & Pulses,1992,1990,2.0,Whole supply chain,FAO's annual Agriculture Production Questionnaires
356,India,0118,Millet,Cereals & Pulses,1992,1990,4.32,Whole supply chain,FAO's annual Agriculture Production Questionnaires
356,India,0112,Maize (corn),Cereals & Pulses,1991,1990,9.99,Whole supply chain,FAO's annual Agriculture Production Questionnaires
356,India,0114,Sorghum,Cereals & Pulses,1991,1990,5.75,Whole supply chain,FAO's annual Agriculture Production Questionnaires
356,India,0115,Barley,Cereals & Pulses,1991,1990,2.02,Whole supply chain,FAO's annual Agriculture Production Questionnaires
356,India,0118,Millet,Cereals & Pulses,1991,1990,3.88,Whole supply chain,FAO's annual Agriculture Production Questionnaires
356,India,01510,Potatoes,"Roots, Tubers & Oil-Bearing Crops",1991,1990,5.0,Whole supply chain,No Data Collection Specified
356,India,0111,Wheat,Cereals & Pulses,1977,1970,15.0,Storage,No Data Collection Specified
356,India,0111,Wheat,Cereals & Pulses,1977,1970,4.5,Unknown,Literature Review
356,India,0111,Wheat,Cereals & Pulses,1977,1970,16.5,Whole supply chain,Literature Review
356,India,0111,Wheat,Cereals & Pulses,1977,1970,1.0,Farm,Literature Review
356,India,0111,Wheat,Cereals & Pulses,1977,1970,13.5,Whole supply chain,Literature Review
356,India,0111,Wheat,Cereals & Pulses,1977,1970,8.0,Unknown,Literature Review
356,India,0112,Maize (corn),Cereals & Pulses,1977,1970,7.0,Storage,Literature Review
356,India,0113,Rice,Cereals & Pulses,1977,1970,4.25,Storage,Literature Review
356,India,0113,Rice,Cereals & Pulses,1977,1970,6.0,Storage,Literature Review
356,India,0114,Sorghum,Cereals & Pulses,1977,1970,7.5,Storage,Literature Review
356,India,0118,Millet,Cereals & Pulses,1977,1970,5.0,Unknown,Literature Review
356,India,0118,Millet,Cereals & Pulses,1977,1970,8.5,Whole supply chain,Literature Review
356,India,0118,Millet,Cereals & Pulses,1977,1970,3.5,Farm,Literature Review
36,Australia,01359.90,"Other fruits, n.e.c.",Fruits And Vegetables,2019,2010,24.0,Processing,Modelled Estimates
36,Australia,01802,Sugar cane,"Other crops (stimulants, spices, sugar, etc.)",2019,2010,10.0,Farm,Modelled Estimates
